Company,Role,Job Title,Country,Gender,Qualification,Work Type,Experience,Salary ($),Job Portal,Company Value ($M),Latitude,Posting Date
"Mullen, Hall and Torres",Data Engineer,Aerospace Engineer,UK,Male,B.Tech,Contract,9.2,12606.51,Monster,7.65,-26.85430197714004,2023-11-08
Graham Ltd,Data Engineer,Art Teacher,Australia,Male,B.Tech,Full time,4.1,19689.75,Indeed,8.93,-66.90707543854938,2023-08-31
"Zimmerman, Ellis and Smith",Aerospace Engineer,Art Teacher,Germany,Male,B.Tech,Contract,2.4,13998.1,LinkedIn,5.03,-56.96839776870654,2023-12-15
"Hernandez, Henry and Roberts",Account Director,Art Teacher,Germany,Female,B.Tech,Part time,8.9,5887.76,LinkedIn,5.5,-56.96839776870654,2023-05-07
"Humphrey, Nash and Lee",Data Scientist,Art Teacher,Germany,Female,M.Tech,Part time,3.4,8756.24,Monster,3.14,-56.96839776870654,2023-12-04
Leonard-Smith,Data Engineer,Aerospace Engineer,UK,Female,M.Tech,Intern,2.1,15185.71,Naukri,6.05,-26.85430197714004,2023-11-04
"Bradley, Hernandez and Hancock",Data Engineer,Data Scientist,Germany,Male,M.Tech,Contract,2.4,7493.5,Monster,3.21,-56.96839776870654,2023-10-23
"Allen, Williams and Spears",Art Teacher,Data Scientist,USA,Female,B.Tech,Contract,7.9,6287.96,Monster,7.15,66.92586787149776,2023-07-11
"Mullen, Hall and Torres",Cloud Architect,Data Scientist,UK,Male,PhD,Contract,4.6,13016.38,LinkedIn,1.79,-26.85430197714004,2023-04-25
Anderson-Evans,Aerospace Engineer,Data Scientist,UK,Male,B.Tech,Intern,7.9,14843.46,LinkedIn,2.34,-26.85430197714004,2023-10-03
Crawford-Morrison,Data Engineer,Aerospace Engineer,France,Female,M.Tech,Part time,9.3,12274.9,LinkedIn,5.44,51.174083616024376,2023-10-22
"Anderson, Wong and Hall",Data Engineer,Data Scientist,India,Female,B.Tech,Contract,8.7,13363.34,Indeed,2.29,-3.9308056415674457,2023-11-03
"Nguyen, Mccormick and Ortiz",Account Director,Account Director,UK,Female,PhD,Contract,2.5,11730.2,Indeed,5.35,-26.85430197714004,2023-09-14
Graham Ltd,Art Teacher,Data Scientist,UK,Male,M.Tech,Full time,7.2,10411.7,LinkedIn,0.85,-26.85430197714004,2023-12-07
"Hutchinson, Snyder and Bennett",Data Engineer,Data Scientist,Germany,Female,M.Tech,Part time,8.0,14059.13,Monster,2.72,-56.96839776870654,2023-05-02
"Bradley, Hernandez and Hancock",UX Designer,Art Teacher,Australia,Male,B.Tech,Full time,5.1,11374.82,Monster,9.9,-66.90707543854938,2023-03-04
Mccann Group,Art Teacher,Data Scientist,UK,Female,B.Tech,Intern,6.4,16821.55,LinkedIn,3.57,-26.85430197714004,2023-08-31
"Hernandez, Henry and Roberts",Art Teacher,Art Teacher,France,Female,B.Tech,Intern,9.4,13809.05,Naukri,0.97,51.174083616024376,2023-04-28
"Nguyen, Mccormick and Ortiz",UX Designer,Art Teacher,India,Female,B.Tech,Full time,3.6,10778.84,Naukri,7.13,-3.9308056415674457,2023-02-14
White Group,UX Designer,Art Teacher,Germany,Male,B.Tech,Full time,8.5,18587.6,Indeed,2.35,-56.96839776870654,2023-03-07
Mccann Group,Data Engineer,Account Director,Brazil,Female,PhD,Full time,8.8,13206.02,LinkedIn,5.14,59.97537301382212,2023-06-18
"Humphrey, Nash and Lee",UX Designer,Data Scientist,UK,Female,PhD,Intern,9.3,8298.66,Monster,1.14,-26.85430197714004,2023-06-28
Anderson-Evans,UX Designer,Aerospace Engineer,Australia,Male,M.Tech,Intern,0.2,6641.33,Indeed,5.54,-66.90707543854938,2023-04-21
"Zimmerman, Ellis and Smith",Data Scientist,Data Scientist,Australia,Male,B.Tech,Contract,6.1,9075.92,Indeed,3.47,-66.90707543854938,2023-02-23
Anderson-Evans,UX Designer,Aerospace Engineer,Germany,Female,M.Tech,Part time,9.4,10754.79,Monster,7.1,-56.96839776870654,2023-11-01
"Galvan, Evans and Riddle",Data Engineer,Art Teacher,Brazil,Male,B.Tech,Full time,7.6,17927.91,Naukri,5.43,59.97537301382212,2023-03-09
"Pittman, Gutierrez and Munoz",UX Designer,Art Teacher,Brazil,Male,B.Tech,Contract,6.5,11193.38,Indeed,6.35,59.97537301382212,2023-01-09
"Terry, Garcia and Rogers",Cloud Architect,Aerospace Engineer,Australia,Female,M.Tech,Full time,2.8,9726.43,Indeed,3.2,-66.90707543854938,2023-08-14
Bates-Juarez,Account Director,Art Teacher,Germany,Female,PhD,Full time,8.3,13681.64,Monster,8.58,-56.96839776870654,2023-05-29
"Byrd, Randall and Crosby",Art Teacher,Account Director,Germany,Male,M.Tech,Contract,3.7,15312.3,Indeed,8.32,-56.96839776870654,2023-03-03
"Anderson, Wong and Hall",UX Designer,Aerospace Engineer,Australia,Female,M.Tech,Intern,5.0,7273.6,Naukri,5.04,-66.90707543854938,2023-04-19
"Bradley, Hernandez and Hancock",Art Teacher,Account Director,Brazil,Male,B.Tech,Part time,7.3,5171.84,Naukri,6.77,59.97537301382212,2023-01-01
"Allen, Williams and Spears",Art Teacher,Aerospace Engineer,Germany,Male,B.Tech,Intern,6.8,9816.88,LinkedIn,3.73,-56.96839776870654,2023-08-26
Crawford-Morrison,Cloud Architect,Aerospace Engineer,Australia,Male,M.Tech,Full time,2.4,7910.5,Monster,3.07,-66.90707543854938,2023-07-18
"Alvarado, Mcbride and Valenzuela",Aerospace Engineer,Data Scientist,Australia,Female,PhD,Contract,1.1,19057.26,Indeed,8.52,-66.90707543854938,2023-12-30
"Bradley, Hernandez and Hancock",Account Director,Aerospace Engineer,UK,Male,MBA,Intern,7.9,8433.89,Naukri,6.56,-26.85430197714004,2023-08-30
Nelson LLC,Art Teacher,Data Scientist,France,Male,B.Tech,Intern,5.7,9643.84,Monster,4.49,51.174083616024376,2023-02-26
Nelson LLC,Account Director,Data Scientist,Germany,Female,MBA,Intern,9.1,13736.04,Monster,2.52,-56.96839776870654,2023-11-26
"Bradley, Hernandez and Hancock",Data Engineer,Aerospace Engineer,France,Female,B.Tech,Contract,4.8,10321.34,Monster,0.93,51.174083616024376,2023-04-16
"Bradley, Hernandez and Hancock",Data Engineer,Account Director,Germany,Female,B.Tech,Full time,7.7,19711.82,Naukri,4.64,-56.96839776870654,2023-05-10
"Alvarado, Mcbride and Valenzuela",Data Engineer,Aerospace Engineer,India,Male,M.Tech,Contract,1.2,5442.9,LinkedIn,2.98,-3.9308056415674457,2023-12-22
"Galvan, Evans and Riddle",UX Designer,Aerospace Engineer,Brazil,Female,M.Tech,Part time,8.8,6572.6,Indeed,3.37,59.97537301382212,2023-07-25
"Byrd, Randall and Crosby",Data Engineer,Art Teacher,UK,Female,PhD,Full time,8.8,14863.29,Monster,2.96,-26.85430197714004,2023-11-21
Schultz-Adams,Account Director,Aerospace Engineer,Brazil,Male,B.Tech,Contract,8.4,9551.26,LinkedIn,1.84,59.97537301382212,2023-04-27
Anderson-Evans,Account Director,Aerospace Engineer,India,Male,B.Tech,Intern,5.9,5416.55,LinkedIn,8.32,-3.9308056415674457,2023-09-09
"Nguyen, Mccormick and Ortiz",Data Scientist,Data Scientist,Brazil,Male,M.Tech,Full time,7.3,9498.74,Indeed,8.57,59.97537301382212,2023-09-26
Crawford-Morrison,Cloud Architect,Data Scientist,India,Male,B.Tech,Intern,4.8,18761.07,Monster,2.55,-3.9308056415674457,2023-07-14
"Bradley, Hernandez and Hancock",Data Scientist,Aerospace Engineer,France,Female,B.Tech,Full time,7.1,5020.5,Indeed,5.91,51.174083616024376,2023-03-29
"Wallace, Hughes and Haynes",Data Scientist,Art Teacher,USA,Female,M.Tech,Part time,6.6,19417.74,LinkedIn,1.27,66.92586787149776,2023-07-10
White Group,Account Director,Aerospace Engineer,Australia,Female,B.Tech,Intern,1.7,13113.3,Monster,7.54,-66.90707543854938,2023-04-15
"Mullen, Hall and Torres",Account Director,Aerospace Engineer,Germany,Female,B.Tech,Intern,9.7,5027.2,Naukri,8.87,-56.96839776870654,2023-06-13
"Alvarado, Mcbride and Valenzuela",Art Teacher,Art Teacher,USA,Female,M.Tech,Contract,9.5,10478.37,Monster,1.91,66.92586787149776,2023-08-28
Bates-Juarez,UX Designer,Data Scientist,India,Male,PhD,Full time,8.1,9050.54,Indeed,7.9,-3.9308056415674457,2023-01-17
Bates-Juarez,Data Engineer,Art Teacher,USA,Male,MBA,Part time,8.4,16900.36,LinkedIn,3.13,66.92586787149776,2023-07-17
"Anderson, Wong and Hall",Cloud Architect,Art Teacher,USA,Male,B.Tech,Intern,9.4,15863.53,Indeed,7.7,66.92586787149776,2023-02-20
Walsh-Smith,Art Teacher,Account Director,Germany,Female,M.Tech,Contract,8.0,18307.68,Naukri,8.34,-56.96839776870654,2023-03-19
"Bradley, Hernandez and Hancock",Account Director,Account Director,France,Female,PhD,Full time,0.8,12654.74,Naukri,7.05,51.174083616024376,2023-05-10
"Anderson, Wong and Hall",Art Teacher,Art Teacher,Germany,Male,B.Tech,Part time,1.2,6219.4,Monster,9.88,-56.96839776870654,2023-03-17
Graham Ltd,Account Director,Art Teacher,UK,Male,B.Tech,Part time,7.4,8097.02,Naukri,7.61,-26.85430197714004,2023-12-11
"Nguyen, Mccormick and Ortiz",Data Engineer,Account Director,Australia,Male,M.Tech,Contract,5.9,19517.0,Indeed,1.02,-66.90707543854938,2023-01-21
"Terry, Garcia and Rogers",Art Teacher,Account Director,USA,Male,B.Tech,Contract,7.8,6332.76,Naukri,4.12,66.92586787149776,2023-01-10
"Allen, Williams and Spears",Aerospace Engineer,Account Director,Australia,Female,MBA,Part time,2.0,16805.95,Naukri,1.93,-66.90707543854938,2023-06-04
Schultz-Adams,Data Scientist,Art Teacher,Germany,Female,B.Tech,Intern,6.5,5853.5,Naukri,1.85,-56.96839776870654,2023-02-15
"Anderson, Wong and Hall",Aerospace Engineer,Art Teacher,France,Male,MBA,Intern,1.0,13130.08,Indeed,7.56,51.174083616024376,2023-01-14
Hayes-Miller,Cloud Architect,Account Director,Brazil,Male,B.Tech,Full time,1.7,6648.93,LinkedIn,2.89,59.97537301382212,2023-08-07
"Hutchinson, Snyder and Bennett",Cloud Architect,Aerospace Engineer,USA,Male,B.Tech,Intern,2.9,17071.52,Monster,4.21,66.92586787149776,2023-10-31
Walsh-Smith,Data Engineer,Aerospace Engineer,India,Female,M.Tech,Contract,9.3,15990.03,Indeed,8.71,-3.9308056415674457,2023-11-23
Leonard-Smith,Aerospace Engineer,Account Director,Australia,Male,M.Tech,Contract,3.2,17180.29,Indeed,8.24,-66.90707543854938,2023-01-11
Crawford-Morrison,Data Scientist,Account Director,France,Female,B.Tech,Full time,7.6,11377.25,Monster,5.43,51.174083616024376,2023-04-02
Bates-Juarez,Account Director,Data Scientist,UK,Male,B.Tech,Contract,7.2,12402.6,Naukri,6.97,-26.85430197714004,2023-07-19
"Terry, Garcia and Rogers",Account Director,Data Scientist,Germany,Male,MBA,Intern,0.5,13049.47,LinkedIn,6.81,-56.96839776870654,2023-12-22
"Zimmerman, Ellis and Smith",UX Designer,Data Scientist,India,Female,B.Tech,Full time,3.2,12118.37,LinkedIn,6.94,-3.9308056415674457,2023-09-11
Walsh-Smith,Aerospace Engineer,Data Scientist,Australia,Female,B.Tech,Full time,6.6,6183.57,Indeed,3.1,-66.90707543854938,2023-04-10
"Terry, Garcia and Rogers",Aerospace Engineer,Aerospace Engineer,Australia,Female,B.Tech,Full time,5.9,15239.98,Indeed,7.21,-66.90707543854938,2023-08-31
"Bradley, Hernandez and Hancock",Aerospace Engineer,Art Teacher,UK,Female,B.Tech,Full time,8.0,19040.91,Indeed,5.16,-26.85430197714004,2023-11-01
Crawford-Morrison,UX Designer,Art Teacher,France,Male,M.Tech,Contract,2.8,9988.78,Monster,6.75,51.174083616024376,2023-01-19
Schultz-Adams,UX Designer,Account Director,USA,Female,M.Tech,Part time,9.1,5026.27,Naukri,4.94,66.92586787149776,2023-04-19
Crawford-Morrison,Art Teacher,Art Teacher,Brazil,Male,B.Tech,Full time,4.6,14005.73,Monster,3.97,59.97537301382212,2023-06-21
Hayes-Miller,Art Teacher,Aerospace Engineer,UK,Female,B.Tech,Full time,1.8,11067.43,Monster,5.56,-26.85430197714004,2023-04-19
Nelson LLC,Cloud Architect,Art Teacher,France,Male,B.Tech,Full time,9.6,6021.8,Naukri,5.91,51.174083616024376,2023-03-01
"Pittman, Gutierrez and Munoz",Account Director,Data Scientist,USA,Female,B.Tech,Intern,4.2,7810.18,Indeed,2.99,66.92586787149776,2023-08-26
Mccann Group,Cloud Architect,Art Teacher,Australia,Male,PhD,Full time,3.3,19731.9,Indeed,1.01,-66.90707543854938,2023-01-22
Walsh-Smith,Data Scientist,Aerospace Engineer,Australia,Male,M.Tech,Intern,6.2,16819.52,Naukri,0.6,-66.90707543854938,2023-10-27
Walsh-Smith,Data Scientist,Account Director,UK,Male,M.Tech,Contract,0.8,10732.44,Monster,9.04,-26.85430197714004,2023-06-10
Hayes-Miller,Cloud Architect,Data Scientist,UK,Male,B.Tech,Contract,1.9,17932.59,LinkedIn,4.27,-26.85430197714004,2023-07-30
Crawford-Morrison,Art Teacher,Data Scientist,Australia,Male,M.Tech,Contract,9.3,6688.43,Indeed,7.09,-66.90707543854938,2023-04-26
Anderson-Evans,Account Director,Account Director,France,Male,M.Tech,Full time,4.9,16347.61,Naukri,4.63,51.174083616024376,2023-06-15
Graham Ltd,Art Teacher,Account Director,Brazil,Male,M.Tech,Part time,0.5,9227.74,Indeed,6.4,59.97537301382212,2023-04-06
Thomas-Johnson,Aerospace Engineer,Art Teacher,Germany,Male,B.Tech,Part time,6.2,19295.22,Monster,2.42,-56.96839776870654,2023-09-08
Walsh-Smith,Data Engineer,Aerospace Engineer,Germany,Female,PhD,Intern,5.3,12993.92,Indeed,3.0,-56.96839776870654,2023-03-31
Williams-Lopez,Art Teacher,Data Scientist,UK,Female,MBA,Intern,2.4,19408.54,Naukri,8.57,-26.85430197714004,2023-03-05
"Mullen, Hall and Torres",UX Designer,Aerospace Engineer,USA,Female,B.Tech,Full time,6.8,14778.31,LinkedIn,1.34,66.92586787149776,2023-03-29
Mccann Group,Account Director,Data Scientist,India,Female,B.Tech,Intern,2.9,10421.78,Indeed,6.74,-3.9308056415674457,2023-08-08
"Pittman, Gutierrez and Munoz",Data Scientist,Data Scientist,Brazil,Male,B.Tech,Intern,4.8,18186.11,LinkedIn,4.81,59.97537301382212,2023-10-08
"Allen, Williams and Spears",Cloud Architect,Aerospace Engineer,USA,Male,PhD,Contract,1.7,17890.07,Indeed,4.45,66.92586787149776,2023-11-23
"Terry, Garcia and Rogers",Art Teacher,Art Teacher,USA,Female,B.Tech,Part time,1.3,19855.3,LinkedIn,0.7,66.92586787149776,2023-11-02
"Hutchinson, Snyder and Bennett",Aerospace Engineer,Account Director,Brazil,Male,MBA,Contract,0.2,11498.14,Indeed,6.05,59.97537301382212,2023-05-11
Nelson LLC,Account Director,Aerospace Engineer,Brazil,Female,B.Tech,Full time,8.1,18578.49,LinkedIn,7.22,59.97537301382212,2023-09-26
"Byrd, Randall and Crosby",UX Designer,Art Teacher,India,Male,B.Tech,Contract,9.5,15434.8,Naukri,2.74,-3.9308056415674457,2023-06-19
Bates-Juarez,Cloud Architect,Art Teacher,Germany,Male,PhD,Contract,5.2,10993.86,Monster,5.25,-56.96839776870654,2023-12-12
Nelson LLC,Account Director,Account Director,France,Male,B.Tech,Part time,2.7,17278.77,Monster,0.98,51.174083616024376,2023-08-20
White Group,Cloud Architect,Account Director,India,Male,B.Tech,Intern,3.0,18957.48,LinkedIn,8.37,-3.9308056415674457,2023-05-22
"Byrd, Randall and Crosby",Art Teacher,Art Teacher,USA,Male,M.Tech,Part time,7.8,17970.96,Monster,3.59,66.92586787149776,2023-12-27
Williams-Lopez,Cloud Architect,Art Teacher,Australia,Female,MBA,Full time,1.2,17429.07,Naukri,6.48,-66.90707543854938,2023-09-25
"Cabrera, Lee and Caldwell",Aerospace Engineer,Art Teacher,Brazil,Female,B.Tech,Contract,7.2,7759.87,Monster,7.35,59.97537301382212,2023-08-14
"Hutchinson, Snyder and Bennett",Account Director,Data Scientist,Australia,Female,B.Tech,Part time,0.4,17806.41,Naukri,2.7,-66.90707543854938,2023-06-12
Thomas-Johnson,Account Director,Art Teacher,Brazil,Female,B.Tech,Full time,2.3,18966.93,LinkedIn,6.43,59.97537301382212,2023-05-14
Williams-Lopez,Aerospace Engineer,Data Scientist,India,Female,B.Tech,Part time,0.3,14063.72,LinkedIn,3.19,-3.9308056415674457,2023-06-06
"Mullen, Hall and Torres",Art Teacher,Data Scientist,Brazil,Male,B.Tech,Full time,4.6,11790.33,LinkedIn,8.31,59.97537301382212,2023-08-20
"Allen, Williams and Spears",Aerospace Engineer,Data Scientist,Brazil,Female,PhD,Contract,7.7,17806.38,LinkedIn,0.79,59.97537301382212,2023-05-20
"Byrd, Randall and Crosby",Cloud Architect,Art Teacher,USA,Male,B.Tech,Part time,7.8,15885.3,Monster,4.95,66.92586787149776,2023-10-18
"Mullen, Hall and Torres",UX Designer,Account Director,Australia,Female,MBA,Full time,7.2,14589.7,Naukri,0.78,-66.90707543854938,2023-11-10
"Hartman, Jones and Pace",Data Engineer,Art Teacher,Brazil,Female,B.Tech,Part time,5.0,5881.59,Monster,4.83,59.97537301382212,2023-08-20
"Hernandez, Henry and Roberts",Art Teacher,Aerospace Engineer,Australia,Female,B.Tech,Contract,7.7,13640.02,Naukri,5.92,-66.90707543854938,2023-11-07
"Zimmerman, Ellis and Smith",UX Designer,Aerospace Engineer,Brazil,Male,B.Tech,Contract,2.5,9734.33,Monster,1.15,59.97537301382212,2023-06-21
"Hutchinson, Snyder and Bennett",UX Designer,Art Teacher,Australia,Female,B.Tech,Intern,6.6,11928.72,LinkedIn,7.63,-66.90707543854938,2023-10-21
"Byrd, Randall and Crosby",Data Scientist,Aerospace Engineer,Germany,Female,B.Tech,Part time,8.5,5434.12,LinkedIn,9.26,-56.96839776870654,2023-01-28
"Byrd, Randall and Crosby",Account Director,Aerospace Engineer,Germany,Male,B.Tech,Contract,6.9,12533.85,Indeed,3.02,-56.96839776870654,2023-06-23
"Byrd, Randall and Crosby",Art Teacher,Data Scientist,USA,Male,M.Tech,Intern,6.9,7432.12,Naukri,3.21,66.92586787149776,2023-07-10
"Hernandez, Henry and Roberts",Aerospace Engineer,Aerospace Engineer,UK,Male,PhD,Full time,7.9,11310.97,Naukri,6.95,-26.85430197714004,2023-09-27
Nelson LLC,UX Designer,Aerospace Engineer,USA,Male,B.Tech,Full time,1.5,15571.27,Indeed,3.14,66.92586787149776,2023-04-06
Graham Ltd,Account Director,Aerospace Engineer,Brazil,Female,B.Tech,Contract,5.9,14357.92,LinkedIn,4.44,59.97537301382212,2023-07-09
"Anderson, Wong and Hall",UX Designer,Art Teacher,USA,Male,B.Tech,Contract,0.5,16673.28,Indeed,1.31,66.92586787149776,2023-04-11
"Hartman, Jones and Pace",Art Teacher,Account Director,UK,Female,B.Tech,Contract,5.0,9306.91,Naukri,8.45,-26.85430197714004,2023-08-11
"Anderson, Wong and Hall",Data Engineer,Art Teacher,Australia,Female,PhD,Contract,4.2,19966.73,LinkedIn,1.03,-66.90707543854938,2023-02-22
"Hernandez, Henry and Roberts",Cloud Architect,Account Director,India,Female,PhD,Intern,4.5,12073.3,Indeed,5.34,-3.9308056415674457,2023-08-14
"Cabrera, Lee and Caldwell",Account Director,Account Director,Germany,Female,M.Tech,Full time,3.5,15821.4,Naukri,2.82,-56.96839776870654,2023-03-30
Crawford-Morrison,Data Scientist,Aerospace Engineer,Australia,Female,M.Tech,Part time,4.6,15500.35,LinkedIn,5.83,-66.90707543854938,2023-04-20
Thomas-Johnson,Art Teacher,Data Scientist,India,Male,B.Tech,Full time,4.0,19229.61,LinkedIn,3.48,-3.9308056415674457,2023-03-22
"Hutchinson, Snyder and Bennett",Aerospace Engineer,Aerospace Engineer,UK,Female,M.Tech,Contract,1.6,7758.57,Indeed,5.57,-26.85430197714004,2023-02-21
Leonard-Smith,Data Scientist,Data Scientist,Australia,Female,B.Tech,Part time,3.5,16263.07,Naukri,7.18,-66.90707543854938,2023-07-27
"Hartman, Jones and Pace",Account Director,Data Scientist,India,Female,B.Tech,Contract,8.5,12536.85,Indeed,9.61,-3.9308056415674457,2023-08-15
"Mullen, Hall and Torres",Data Engineer,Aerospace Engineer,India,Male,MBA,Contract,9.5,6160.98,Monster,1.7,-3.9308056415674457,2023-06-08
"Hutchinson, Snyder and Bennett",Cloud Architect,Art Teacher,Germany,Male,PhD,Intern,1.8,13988.46,Monster,0.6,-56.96839776870654,2023-06-20
Anderson-Evans,Account Director,Aerospace Engineer,France,Male,B.Tech,Intern,1.2,12074.46,Indeed,9.24,51.174083616024376,2023-01-28
"Terry, Garcia and Rogers",Account Director,Account Director,Australia,Male,B.Tech,Part time,6.9,12027.31,LinkedIn,4.33,-66.90707543854938,2023-11-27
"Nguyen, Mccormick and Ortiz",Art Teacher,Aerospace Engineer,India,Female,PhD,Full time,7.3,6737.95,Indeed,4.78,-3.9308056415674457,2023-01-29
"Cabrera, Lee and Caldwell",Aerospace Engineer,Data Scientist,Australia,Male,B.Tech,Contract,4.0,13573.63,LinkedIn,7.03,-66.90707543854938,2023-07-23
"Wallace, Hughes and Haynes",Data Scientist,Account Director,Germany,Male,B.Tech,Contract,1.8,8969.16,Naukri,3.26,-56.96839776870654,2023-02-04
"Terry, Garcia and Rogers",Cloud Architect,Account Director,UK,Male,B.Tech,Full time,7.2,5454.31,Monster,1.81,-26.85430197714004,2023-05-16
Nelson LLC,Aerospace Engineer,Art Teacher,India,Male,B.Tech,Intern,3.8,11435.29,LinkedIn,2.83,-3.9308056415674457,2023-04-06
"Pittman, Gutierrez and Munoz",Art Teacher,Aerospace Engineer,France,Male,B.Tech,Part time,7.2,15603.99,Monster,3.81,51.174083616024376,2023-08-14
Anderson-Evans,Account Director,Aerospace Engineer,Australia,Male,PhD,Contract,1.8,15753.45,Indeed,1.0,-66.90707543854938,2023-10-15
Leonard-Smith,Data Engineer,Art Teacher,India,Female,B.Tech,Part time,2.8,15086.63,Indeed,4.02,-3.9308056415674457,2023-06-06
Mccann Group,Data Scientist,Art Teacher,Germany,Male,MBA,Full time,3.1,6152.11,Naukri,7.25,-56.96839776870654,2023-12-20
"Cabrera, Lee and Caldwell",Art Teacher,Account Director,Brazil,Male,B.Tech,Part time,4.1,9418.56,LinkedIn,7.92,59.97537301382212,2023-09-25
Walsh-Smith,UX Designer,Account Director,Australia,Female,B.Tech,Full time,6.4,5095.45,Indeed,4.31,-66.90707543854938,2023-12-30
"Byrd, Randall and Crosby",UX Designer,Aerospace Engineer,India,Female,B.Tech,Part time,7.3,12150.0,Naukri,7.43,-3.9308056415674457,2023-08-29
"Hernandez, Henry and Roberts",UX Designer,Account Director,France,Female,B.Tech,Full time,7.5,18810.39,Naukri,4.34,51.174083616024376,2023-10-18
"Allen, Williams and Spears",Art Teacher,Aerospace Engineer,France,Female,M.Tech,Contract,8.2,9753.48,Naukri,3.15,51.174083616024376,2023-01-29
"Bradley, Hernandez and Hancock",Data Scientist,Art Teacher,UK,Male,B.Tech,Part time,3.8,5011.83,Indeed,3.22,-26.85430197714004,2023-02-15
"Bradley, Hernandez and Hancock",Data Engineer,Aerospace Engineer,USA,Male,B.Tech,Full time,4.2,14620.6,Indeed,2.8,66.92586787149776,2023-07-05
"Mullen, Hall and Torres",Data Scientist,Data Scientist,USA,Male,PhD,Full time,7.1,5852.15,Monster,3.77,66.92586787149776,2023-06-02
"Anderson, Wong and Hall",Art Teacher,Account Director,Australia,Female,M.Tech,Part time,9.2,11144.69,Indeed,4.7,-66.90707543854938,2023-05-10
"Galvan, Evans and Riddle",Art Teacher,Aerospace Engineer,Germany,Male,B.Tech,Contract,5.7,9969.32,Indeed,8.29,-56.96839776870654,2023-02-16
"Pittman, Gutierrez and Munoz",Cloud Architect,Art Teacher,France,Male,B.Tech,Intern,2.5,8261.47,LinkedIn,5.49,51.174083616024376,2023-03-02
Thomas-Johnson,Data Engineer,Art Teacher,France,Male,B.Tech,Intern,2.9,10961.88,Indeed,9.21,51.174083616024376,2023-07-06
"Bradley, Hernandez and Hancock",Data Scientist,Account Director,USA,Female,M.Tech,Full time,5.6,17940.64,LinkedIn,0.82,66.92586787149776,2023-05-24
"Galvan, Evans and Riddle",UX Designer,Art Teacher,Australia,Male,M.Tech,Part time,3.5,9518.68,Naukri,2.66,-66.90707543854938,2023-02-23
Walsh-Smith,UX Designer,Art Teacher,France,Female,B.Tech,Full time,0.6,5185.27,Indeed,4.69,51.174083616024376,2023-04-27
Anderson-Evans,Data Scientist,Aerospace Engineer,France,Male,B.Tech,Contract,8.4,12393.1,LinkedIn,9.92,51.174083616024376,2023-06-28
"Terry, Garcia and Rogers",Account Director,Account Director,India,Male,B.Tech,Part time,7.3,17588.3,Monster,8.65,-3.9308056415674457,2023-09-28
Walsh-Smith,Data Scientist,Data Scientist,Australia,Female,M.Tech,Contract,5.9,16103.76,Naukri,2.21,-66.90707543854938,2023-08-02
"Hartman, Jones and Pace",Data Engineer,Aerospace Engineer,USA,Male,B.Tech,Part time,4.8,16978.51,Monster,1.24,66.92586787149776,2023-05-28
"Allen, Williams and Spears",Data Scientist,Art Teacher,Brazil,Female,B.Tech,Full time,1.1,12891.16,Indeed,3.72,59.97537301382212,2023-01-30
"Bradley, Hernandez and Hancock",Art Teacher,Art Teacher,Australia,Male,B.Tech,Contract,0.7,10798.57,Monster,9.53,-66.90707543854938,2023-10-20
"Mullen, Hall and Torres",Art Teacher,Aerospace Engineer,UK,Male,B.Tech,Contract,6.2,18603.89,Indeed,1.61,-26.85430197714004,2023-11-03
"Hutchinson, Snyder and Bennett",Data Engineer,Aerospace Engineer,USA,Female,B.Tech,Intern,8.9,5258.29,Naukri,1.62,66.92586787149776,2023-03-15
Williams-Lopez,Data Engineer,Art Teacher,USA,Female,B.Tech,Part time,5.8,17373.65,Monster,3.83,66.92586787149776,2023-03-20
White Group,Art Teacher,Art Teacher,Australia,Male,B.Tech,Part time,5.2,16576.72,Indeed,8.58,-66.90707543854938,2023-01-01
Mccann Group,UX Designer,Account Director,Brazil,Male,B.Tech,Full time,8.4,10703.5,Naukri,7.62,59.97537301382212,2023-11-15
Nelson LLC,UX Designer,Data Scientist,USA,Female,B.Tech,Intern,4.6,7339.34,Indeed,5.46,66.92586787149776,2023-09-18
Nelson LLC,Data Scientist,Account Director,France,Male,B.Tech,Full time,8.5,9285.15,Naukri,7.25,51.174083616024376,2023-03-07
Walsh-Smith,Aerospace Engineer,Aerospace Engineer,France,Female,B.Tech,Full time,0.5,11091.35,Monster,3.18,51.174083616024376,2023-04-19
"Wallace, Hughes and Haynes",Art Teacher,Account Director,Germany,Male,PhD,Intern,3.6,17596.22,Indeed,2.87,-56.96839776870654,2023-01-01
"Hutchinson, Snyder and Bennett",Account Director,Account Director,India,Male,B.Tech,Full time,6.3,11065.14,LinkedIn,3.29,-3.9308056415674457,2023-10-20
"Terry, Garcia and Rogers",Art Teacher,Art Teacher,USA,Male,B.Tech,Contract,6.0,6610.98,Indeed,5.84,66.92586787149776,2023-03-15
Walsh-Smith,Cloud Architect,Data Scientist,Brazil,Male,B.Tech,Part time,1.9,16824.61,Naukri,8.32,59.97537301382212,2023-10-14
"Nguyen, Mccormick and Ortiz",Data Scientist,Aerospace Engineer,USA,Male,MBA,Full time,0.3,14482.63,Indeed,2.42,66.92586787149776,2023-09-28
"Anderson, Wong and Hall",Data Engineer,Aerospace Engineer,Germany,Male,B.Tech,Intern,5.5,16722.6,Indeed,6.14,-56.96839776870654,2023-01-27
